,Id,LotFrontage,LotArea,OverallQual,YearBuilt,ExterQual,BsmtQual,TotalBsmtSF,GrLivArea,AllBathNum,TotRmsAbvGrd,SalePrice
364,365,70.04995836802665,18800,6,1976,TA,Gd,796,1574,3.5,6,190000
365,366,59.0,10690,5,1920,TA,TA,672,1344,1.0,6,147000
366,367,70.04995836802665,9500,6,1963,TA,Gd,1394,1394,2.5,6,159000
367,368,101.0,9150,6,1962,TA,Gd,1099,1431,1.5,6,165000
368,369,78.0,7800,5,1954,TA,TA,1268,1268,1.0,7,132000
369,370,70.04995836802665,9830,5,1959,TA,TA,1063,1287,2.0,7,162000
370,371,70.04995836802665,8121,6,2000,TA,Gd,953,1664,2.5,7,172400
371,372,80.0,17120,4,1959,TA,,0,1588,2.0,7,134432
372,373,50.0,7175,6,1984,TA,Gd,744,752,2.0,4,125000
373,374,79.0,10634,5,1953,TA,TA,608,1319,2.0,5,123000
374,375,65.0,8200,7,2003,Gd,Gd,847,1928,2.5,8,219500
375,376,70.04995836802665,10020,1,1922,Fa,Fa,683,904,1.5,4,61000
376,377,57.0,8846,5,1996,Gd,Gd,870,914,1.0,5,148000
377,378,102.0,11143,8,2004,Gd,Gd,1580,2466,3.0,8,340000
378,379,88.0,11394,9,2010,Gd,Ex,1856,1856,2.5,8,394432
379,380,60.0,8123,6,2000,TA,Gd,982,1800,2.5,7,179000
380,381,50.0,5000,5,1924,TA,TA,1026,1691,2.0,6,127000
381,382,60.0,7200,7,2006,Gd,Gd,1293,1301,3.0,5,187750
382,383,79.0,9245,7,2006,Gd,Gd,939,1797,2.5,8,213500
383,384,60.0,9000,6,1928,TA,Fa,784,784,1.0,5,76000
384,385,70.04995836802665,53107,6,1992,Gd,Gd,1580,1953,3.5,9,240000
385,386,43.0,3182,8,2004,Gd,Gd,1256,1269,2.0,6,192000
386,387,58.0,8410,5,1910,TA,TA,658,1184,1.0,8,81000
387,388,72.0,7200,6,1976,TA,TA,1041,1125,2.0,6,125000
388,389,93.0,9382,7,1999,Gd,Gd,1468,1479,2.0,6,191000
389,390,96.0,12474,10,2007,Ex,Ex,1682,2332,3.5,9,426000
390,391,50.0,8405,5,1900,TA,TA,861,1367,2.0,7,119000
391,392,71.0,12209,6,2001,TA,Ex,804,1961,3.5,7,215000
392,393,70.04995836802665,8339,5,1959,TA,,0,882,1.0,5,106500
393,394,70.04995836802665,7446,4,1941,TA,TA,788,788,1.0,4,100000
394,395,60.0,10134,5,1940,TA,TA,735,1034,1.0,5,109000
395,396,68.0,9571,5,1956,TA,TA,1144,1144,2.0,6,129000
396,397,60.0,7200,5,1972,TA,TA,894,894,1.0,6,123000
397,398,69.0,7590,5,1962,TA,TA,864,1812,2.0,8,169500
398,399,60.0,8967,5,1920,TA,Fa,961,1077,1.0,6,67000
399,400,65.0,8125,7,2006,Gd,Gd,1092,1550,3.0,7,241000
400,401,38.0,14963,8,1996,Gd,Gd,1260,1288,2.5,4,245500
401,402,65.0,8767,7,2005,Gd,Gd,1310,1310,2.0,6,164990
402,403,60.0,10200,5,1940,TA,TA,672,672,1.0,4,108000
403,404,93.0,12090,8,1998,Gd,Gd,1141,2263,2.5,10,258000
404,405,70.04995836802665,10364,6,1995,TA,Gd,806,1572,2.5,7,168000
405,406,70.04995836802665,9991,4,1976,TA,TA,1281,1620,3.0,8,150000
406,407,51.0,10480,6,1936,TA,TA,1064,1639,1.0,6,115000
407,408,63.0,15576,6,1915,TA,Gd,840,1680,2.0,8,177000
408,409,109.0,14154,7,2006,Gd,Ex,1063,2172,2.5,9,280000
409,410,85.0,10800,8,2007,Gd,Ex,1034,2078,3.5,8,339750
410,411,68.0,9571,5,1958,TA,TA,1276,1276,1.0,5,60000
411,412,100.0,34650,5,1955,TA,TA,1056,1056,2.0,5,145000
412,413,70.04995836802665,4403,7,2009,Ex,Ex,1470,1478,3.5,7,222000
413,414,56.0,8960,5,1927,TA,TA,1008,1028,1.0,5,115000
414,415,59.0,11228,7,1993,Gd,Gd,1080,2097,3.0,9,228000
415,416,73.0,8899,7,2007,Gd,Gd,1340,1340,2.0,6,181134
416,417,74.0,7844,6,1978,TA,TA,672,1400,1.5,6,149500
417,418,86.0,22420,6,1918,TA,Gd,1370,2624,3.5,10,239000
418,419,60.0,8160,5,1940,TA,TA,756,1134,2.5,7,126000
419,420,65.0,8450,5,1968,TA,TA,1056,1056,2.0,6,142000
420,421,78.0,7060,7,1997,TA,Gd,1344,1344,4.0,8,206300
421,422,70.04995836802665,16635,6,1977,Gd,Gd,1602,1602,2.5,8,215000
422,423,100.0,21750,5,1954,TA,TA,988,988,1.0,4,113000
423,424,80.0,9200,8,1998,Gd,Gd,1470,2630,3.5,8,315000
424,425,72.0,9000,6,1956,TA,Gd,1196,1196,2.0,6,139000
425,426,60.0,3378,7,1946,TA,TA,651,1389,1.5,6,135000
426,427,70.04995836802665,12800,7,1989,Gd,Gd,1518,1644,3.5,5,275000
427,428,77.0,8593,4,1957,TA,TA,907,907,1.0,5,109008
428,429,64.0,6762,7,2007,Gd,Gd,1208,1208,3.0,6,195400
429,430,130.0,11457,6,1988,TA,Gd,1392,1412,3.0,6,175000
430,431,21.0,1680,6,1971,TA,TA,483,987,1.5,4,85400
431,432,60.0,5586,6,1920,TA,TA,901,1198,1.0,7,79900
432,433,24.0,1920,5,1971,TA,TA,765,1365,2.5,6,122500
433,434,100.0,10839,6,1997,TA,Gd,926,1604,2.5,7,181000
434,435,21.0,1890,4,1972,TA,Gd,630,630,2.0,3,81000
435,436,43.0,10667,7,1996,Gd,Gd,799,1661,3.5,6,212000
436,437,40.0,4400,6,1920,TA,Fa,648,1118,1.0,6,116000
437,438,50.0,6000,6,1926,Gd,TA,884,904,1.0,4,119000
438,439,40.0,4280,5,1913,TA,TA,440,694,1.0,4,90350
439,440,67.0,12354,6,1920,TA,TA,684,1196,1.0,7,110000
440,441,105.0,15431,10,2008,Ex,Ex,3094,2402,3.0,10,555000
441,442,92.0,12108,4,1955,TA,TA,1440,1440,2.0,8,118000
442,443,52.0,6240,5,1930,TA,TA,1078,1573,2.0,8,162900
443,444,53.0,3922,7,2006,Gd,Ex,1258,1258,2.0,6,172500
444,445,70.0,8750,7,1994,Gd,Gd,915,1908,3.5,8,210000
445,446,73.0,9855,6,1956,TA,TA,1436,1689,1.0,7,127500
446,447,137.0,16492,6,1966,Gd,TA,1517,1888,2.5,6,190000
447,448,70.04995836802665,11214,7,1998,Gd,Gd,930,1886,2.5,10,199900
448,449,50.0,8600,6,1937,TA,TA,780,1376,2.0,7,119500
449,450,50.0,6000,3,1948,TA,TA,649,1183,1.5,6,120000
450,451,70.0,5684,6,1930,TA,TA,813,813,1.0,5,110000
451,452,62.0,70761,7,1975,TA,Gd,1533,1533,3.0,5,280000
452,453,70.04995836802665,9303,6,1996,Gd,Ex,872,1756,3.5,7,204000
453,454,75.0,9000,8,2008,Gd,Gd,768,1590,2.5,6,210000
454,455,63.0,9297,5,1976,TA,TA,1728,1728,4.0,8,188000
455,456,80.0,9600,7,1973,TA,TA,1242,1242,1.5,6,175500
456,457,34.0,4571,5,1916,TA,TA,624,1344,1.0,7,98000
457,458,70.04995836802665,53227,4,1954,TA,Gd,1364,1663,2.0,6,256000
458,459,70.04995836802665,5100,8,1925,TA,TA,588,1666,1.0,7,161000
459,460,70.04995836802665,7015,5,1950,TA,TA,709,1203,2.0,5,110000
460,461,75.0,8004,8,2009,Gd,Gd,832,1935,3.5,8,263435
461,462,60.0,7200,7,1936,Gd,Gd,560,1135,2.0,6,155000
462,463,60.0,8281,5,1965,TA,TA,864,864,1.0,5,62383
463,464,74.0,11988,6,1934,TA,TA,715,1660,1.5,6,188700
464,465,60.0,8430,5,1978,TA,Gd,1040,1040,2.0,5,124000
465,466,70.04995836802665,3072,7,2004,Gd,Gd,1375,1414,2.0,6,178740
466,467,85.0,10628,7,1970,TA,TA,1277,1277,2.0,5,167000
467,468,79.0,9480,5,1942,TA,TA,728,1644,1.5,7,146500
468,469,98.0,11428,8,2006,Gd,Gd,1626,1634,2.0,7,250000
469,470,76.0,9291,6,1993,Gd,Gd,832,1710,2.5,7,187000
470,471,70.04995836802665,6820,8,1985,Gd,Gd,1488,1502,2.5,4,212000
471,472,92.0,11952,7,1977,TA,Gd,808,1969,2.5,8,190000
472,473,35.0,3675,6,2005,TA,Gd,547,1072,2.0,5,148000
473,474,110.0,14977,8,2006,Gd,Ex,1976,1976,3.0,7,440000
474,475,41.0,5330,8,2000,Gd,Gd,1494,1652,3.0,6,251000
475,476,80.0,8480,5,1963,TA,TA,970,970,2.0,5,132500
476,477,75.0,13125,6,1997,TA,Gd,1478,1493,3.0,7,208900
477,478,105.0,13693,9,2006,Ex,Gd,2153,2643,2.5,9,380000
478,479,79.0,10637,8,2007,Gd,Ex,1705,1718,3.0,7,297000
479,480,50.0,5925,4,1937,TA,Fa,907,1131,1.0,7,89471
480,481,98.0,16033,9,2004,Gd,Ex,1833,1850,3.0,8,326000
481,482,72.0,11846,9,2003,Gd,Ex,1792,1792,3.0,6,374000
482,483,50.0,2500,7,1915,Gd,TA,910,1826,2.5,7,155000
483,484,32.0,4500,6,1998,TA,Ex,1216,1216,3.0,5,164000
484,485,70.04995836802665,7758,5,1962,TA,TA,999,999,2.0,6,132500
485,486,80.0,9600,5,1950,Gd,TA,1113,1113,1.0,5,147000
486,487,79.0,10289,5,1965,TA,TA,1073,1073,2.5,6,156000
487,488,70.0,12243,5,1971,TA,Gd,1484,1484,2.0,7,175000
488,489,60.0,10800,5,1900,TA,TA,954,2414,2.0,10,160000
489,490,21.0,1526,4,1970,TA,Gd,630,630,2.0,3,86000
490,491,70.04995836802665,2665,5,1976,TA,Gd,264,1304,1.5,4,115000
491,492,79.0,9490,6,1941,TA,TA,806,1578,2.0,5,133000
492,493,105.0,15578,6,2006,Gd,Gd,728,1456,2.5,8,172785
493,494,70.0,7931,5,1960,TA,TA,1269,1269,1.5,6,155000
494,495,50.0,5784,5,1938,TA,Fa,190,886,1.0,4,91300
495,496,60.0,7879,4,1920,TA,TA,720,720,1.0,4,34900
496,497,70.04995836802665,12692,8,1992,Gd,Gd,3200,3228,4.0,10,430000
497,498,60.0,9120,7,1925,TA,TA,1026,1820,3.0,8,184000
498,499,65.0,7800,5,1967,TA,TA,864,899,1.0,5,130000
499,500,70.0,7535,5,1958,TA,TA,912,912,1.5,5,120000
500,501,21.0,1890,6,1973,TA,TA,672,1218,1.5,7,113000
501,502,75.0,9803,7,2005,Gd,Gd,866,1768,2.5,7,226700
502,503,70.0,9170,5,1965,TA,TA,1214,1214,2.0,6,140000
503,504,100.0,15602,7,1959,TA,TA,1501,1801,3.0,6,289000
504,505,24.0,2308,6,1974,TA,TA,855,1322,3.0,6,147000
505,506,60.0,7596,5,1952,TA,TA,960,1960,2.0,10,124500
506,507,80.0,9554,8,1993,Gd,Gd,777,1911,2.5,8,215000
507,508,75.0,7862,6,2009,Gd,Gd,1218,1218,2.0,4,208300
508,509,60.0,9600,7,1928,TA,TA,689,1378,2.0,7,161000
509,510,80.0,9600,5,1959,TA,TA,1041,1041,2.0,6,124500
510,511,75.0,14559,5,1951,Gd,TA,1008,1363,2.0,6,164900
511,512,40.0,6792,7,2005,Gd,Gd,1368,1368,2.0,6,202665
512,513,70.0,9100,5,1958,TA,TA,864,864,2.0,5,129900
513,514,71.0,9187,6,1983,TA,TA,1084,1080,1.5,5,134000
514,515,55.0,10594,5,1926,TA,TA,768,789,1.0,5,96500
515,516,94.0,12220,10,2009,Ex,Ex,2006,2020,3.5,9,402861
516,517,70.04995836802665,10448,6,1972,TA,TA,689,2119,2.5,7,158000
517,518,79.0,10208,7,1996,Gd,Gd,1264,2344,2.5,7,265000
518,519,70.04995836802665,9531,6,1998,TA,Gd,794,1796,3.5,7,211000
519,520,53.0,10918,7,1926,Gd,Gd,1276,2080,1.5,9,234000
520,521,60.0,10800,4,1900,TA,,0,1294,2.0,7,106250
521,522,90.0,11988,6,1957,TA,TA,1244,1244,1.5,6,150000
522,523,50.0,5000,6,1947,TA,TA,1004,1664,2.0,7,159000
523,524,130.0,40094,10,2007,Ex,Ex,3138,4676,4.5,11,184750
524,525,95.0,11787,7,1996,Gd,Gd,1379,2398,3.5,8,315750
525,526,62.0,7500,7,2005,Gd,Gd,1257,1266,2.0,6,176000
526,527,70.0,13300,5,1956,TA,Gd,928,928,1.0,4,132000
527,528,67.0,14948,9,2008,Ex,Ex,1452,2713,3.5,11,446261
528,529,58.0,9098,4,1920,TA,TA,528,605,2.0,5,86000
529,530,70.04995836802665,32668,6,1957,Gd,TA,2035,2515,4.0,9,200624
530,531,85.0,10200,6,1988,Gd,Gd,1461,1509,3.0,5,175000
531,532,60.0,6155,6,1920,TA,Fa,611,1362,2.0,6,128000
532,533,60.0,7200,5,1955,TA,,0,827,1.0,5,107500
533,534,50.0,5000,1,1946,Fa,,0,334,1.0,2,39300
534,535,74.0,9056,8,2004,Gd,Ex,707,1414,2.5,6,178000
535,536,70.0,7000,5,1910,TA,Gd,1117,1347,2.0,5,107500
536,537,57.0,8924,7,1998,TA,Gd,880,1724,2.5,8,188000
537,538,70.04995836802665,12735,4,1972,TA,TA,864,864,1.0,5,111250
538,539,70.04995836802665,11553,5,1968,TA,TA,1051,1159,1.5,7,158000
539,540,70.04995836802665,11423,8,2001,Gd,Gd,1581,1601,3.0,6,272000
540,541,85.0,14601,9,2006,Ex,Ex,1838,1838,3.0,8,315000
541,542,70.04995836802665,11000,8,2000,Gd,Gd,969,2285,2.5,8,248000
542,543,78.0,10140,7,1998,Gd,Ex,1650,1680,3.0,7,213250
543,544,34.0,4058,7,1998,TA,Gd,723,767,2.0,4,133000
544,545,58.0,17104,7,2006,Gd,Gd,654,1496,3.5,7,179665
545,546,70.04995836802665,13837,7,1988,Gd,Gd,1204,2183,2.5,9,229000
546,547,70.0,8737,6,1923,TA,Gd,1065,1635,1.5,6,210000
547,548,54.0,7244,5,1970,TA,Gd,768,768,2.0,5,129500
548,549,49.0,8235,5,1955,TA,TA,825,825,2.0,4,125000
549,550,75.0,9375,7,2003,Gd,Gd,912,2094,2.5,8,263000
550,551,53.0,4043,6,1977,TA,Gd,1069,1069,2.0,4,140000
551,552,50.0,6000,5,1957,TA,TA,928,928,1.0,5,112500
552,553,87.0,11146,8,2006,Gd,Ex,1709,1717,2.0,7,255500
553,554,67.0,8777,4,1949,TA,,0,1126,2.0,5,108000
554,555,85.0,10625,7,2003,Gd,Gd,998,2046,3.5,8,284000
555,556,58.0,6380,5,1922,TA,TA,993,1048,1.0,5,113000
556,557,69.0,14850,5,1957,TA,TA,1092,1092,2.0,6,141000
557,558,60.0,11040,4,1920,TA,TA,637,1336,1.5,7,108000
558,559,57.0,21872,7,1996,TA,Gd,729,1446,3.0,6,175000
559,560,70.04995836802665,3196,7,2003,Gd,Gd,1374,1557,2.0,7,234000
560,561,70.04995836802665,11341,5,1957,TA,Gd,1392,1392,2.5,5,121500
561,562,77.0,10010,5,1974,TA,Gd,1389,1389,2.0,6,170000
562,563,63.0,13907,5,1940,TA,TA,996,996,2.0,6,108000
563,564,66.0,21780,6,1918,TA,Gd,1163,1674,2.0,8,185000
564,565,70.04995836802665,13346,7,1992,Gd,Gd,1095,2295,3.5,9,268000
565,566,66.0,6858,6,1915,TA,Gd,806,1647,2.5,6,128000
566,567,77.0,11198,9,2005,Gd,Gd,1122,2504,2.5,11,325000
567,568,70.0,10171,7,2004,Gd,Gd,1517,1535,2.0,7,214000
568,569,79.0,12327,8,1983,Gd,Gd,1496,2132,2.5,5,316600
569,570,70.04995836802665,7032,5,1979,TA,Gd,943,943,2.0,4,135960
570,571,74.0,13101,5,1965,TA,TA,1728,1728,2.0,10,142600
571,572,60.0,7332,6,1959,TA,TA,864,864,2.0,4,120000
572,573,83.0,13159,7,2009,TA,Ex,846,1692,2.5,6,224500
573,574,76.0,9967,7,2000,TA,Gd,384,1430,2.5,8,170000
574,575,70.0,10500,5,1971,TA,TA,372,1109,1.5,5,139000
575,576,80.0,8480,5,1947,TA,TA,832,1216,1.0,6,118500
576,577,52.0,6292,7,1928,TA,TA,861,1477,2.5,6,145000
577,578,96.0,11777,5,1966,TA,TA,1164,1320,2.0,6,164500
578,579,34.0,3604,7,2007,Gd,Gd,689,1392,2.0,5,146000
579,580,81.0,12150,5,1954,TA,TA,1050,1795,2.0,7,131500
580,581,70.04995836802665,14585,6,1960,TA,TA,1144,1429,1.5,7,181900
581,582,98.0,12704,8,2008,Ex,Ex,2042,2042,2.5,8,253293
582,583,81.0,11841,6,1990,TA,Gd,816,816,2.0,5,118500
583,584,75.0,13500,10,1893,Ex,TA,1237,2775,3.5,9,325000
584,585,51.0,6120,4,1935,TA,TA,884,1573,1.0,6,133000
585,586,88.0,11443,8,2005,Gd,Ex,1868,2028,3.0,7,369900
586,587,55.0,10267,6,1918,TA,TA,816,838,2.0,5,130000
587,588,74.0,8740,5,1982,TA,TA,840,860,2.0,4,137000
588,589,65.0,25095,5,1968,TA,TA,1437,1473,3.0,5,143000
589,590,50.0,9100,5,1930,TA,TA,742,935,1.0,4,79500
590,591,64.0,8320,7,2004,Gd,Gd,770,1582,2.5,6,185900
591,592,97.0,13478,10,2008,Ex,Ex,1722,2296,3.5,10,451950
592,593,60.0,6600,5,1982,TA,TA,816,816,2.0,4,138000
593,594,70.04995836802665,4435,6,2003,Gd,Gd,848,848,2.0,4,140000
594,595,88.0,7990,5,1975,TA,Gd,924,924,1.0,5,110000
595,596,69.0,11302,8,2005,Gd,Gd,1814,1826,3.0,7,319000
596,597,60.0,3600,6,1910,TA,TA,684,1368,1.0,7,114504
597,598,53.0,3922,7,2006,Gd,Ex,1258,1402,2.0,7,194201
598,599,80.0,12984,5,1977,TA,Gd,1430,1647,3.0,7,217500
599,600,24.0,1950,6,1980,TA,Gd,716,1556,3.5,6,151000
600,601,74.0,10927,8,2005,Gd,Gd,1058,1904,3.5,8,275000
601,602,50.0,9000,6,1937,TA,TA,780,1375,1.5,6,141000
602,603,80.0,10041,8,1992,Gd,Gd,908,1915,3.5,8,220000
603,604,30.0,3182,7,2004,Gd,Gd,600,1200,2.5,4,151000
604,605,88.0,12803,7,2002,Gd,Gd,1494,1494,3.0,6,221000
605,606,85.0,13600,7,1965,TA,TA,768,1986,2.5,7,205000
606,607,82.0,12464,5,1996,TA,Gd,1040,1040,2.0,6,152000
607,608,78.0,7800,5,1948,TA,TA,896,2008,4.0,8,225000
608,609,78.0,12168,8,1934,TA,Gd,965,3194,2.5,10,359100
609,610,61.0,7943,4,1961,TA,TA,1029,1029,2.0,5,118500
610,611,70.04995836802665,11050,9,2000,Gd,Ex,1440,2153,3.5,8,313000
611,612,70.04995836802665,10395,6,1978,TA,Gd,1032,1032,2.5,6,148000
612,613,70.04995836802665,11885,8,2001,Gd,Gd,1299,1872,3.5,7,261500
613,614,70.0,8402,5,2007,TA,Gd,1120,1120,1.0,6,147000
614,615,21.0,1491,4,1972,TA,Gd,630,630,2.0,3,75500
615,616,80.0,8800,6,1963,TA,TA,936,1054,2.0,6,137500
616,617,70.04995836802665,7861,6,2002,Gd,Gd,783,1509,3.5,7,183200
617,618,59.0,7227,6,1954,TA,TA,832,832,1.0,4,105500
618,619,90.0,11694,9,2007,Ex,Ex,1822,1828,2.0,9,314813
619,620,85.0,12244,8,2003,Gd,Gd,1482,2262,3.5,10,305000
620,621,45.0,8248,3,1914,TA,TA,864,864,2.0,5,67000
621,622,90.0,10800,6,1974,TA,TA,1522,2614,2.5,9,240000
622,623,71.0,7064,5,1977,TA,TA,980,980,1.0,6,135000
623,624,70.04995836802665,2117,6,2000,Gd,Gd,756,1512,2.5,4,168500
624,625,80.0,10400,6,1972,TA,TA,732,1790,3.0,8,165150
625,626,87.0,10000,6,1962,TA,TA,1116,1116,1.5,5,160000
626,627,70.04995836802665,12342,5,1960,TA,TA,978,1422,1.0,6,139900
627,628,80.0,9600,6,1955,TA,TA,1156,1520,2.0,7,153000
628,629,70.0,11606,5,1969,TA,Gd,1040,2080,2.5,9,135000
629,630,82.0,9020,6,1964,TA,TA,1248,1350,2.5,6,168500
630,631,50.0,9000,5,1880,TA,Fa,636,1750,1.0,8,124000
631,632,34.0,4590,8,2006,Gd,Gd,1554,1554,2.0,6,209500
632,633,85.0,11900,7,1977,TA,TA,1386,1411,2.0,6,82500
633,634,80.0,9250,5,1954,TA,TA,1056,1056,1.5,6,139400
634,635,64.0,6979,6,1980,TA,TA,1056,1056,2.0,4,144000
635,636,60.0,10896,6,1914,Fa,TA,1440,3395,2.0,14,200000
636,637,51.0,6120,2,1936,Fa,TA,264,800,1.0,4,60000
637,638,50.0,6000,5,1954,TA,TA,811,1387,2.0,7,93000
638,639,67.0,8777,5,1910,TA,Fa,796,796,1.0,4,85000
639,640,53.0,3982,8,2006,Gd,Gd,1520,1567,3.0,7,264561
640,641,62.0,12677,8,2003,Ex,Ex,1518,1518,1.5,6,274000
641,642,70.04995836802665,7050,7,2001,Gd,Gd,1057,1929,3.5,7,226000
642,643,75.0,13860,8,1972,Gd,Gd,1952,2704,3.5,9,345000
643,644,80.0,10793,5,1969,TA,TA,780,1620,2.5,7,152000
644,645,85.0,9187,9,2009,Ex,Ex,1766,1766,3.5,7,370878
645,646,70.04995836802665,10530,6,1971,TA,TA,981,981,2.5,5,143250
646,647,60.0,7200,5,1950,TA,,0,1048,1.0,7,98300
647,648,85.0,10452,6,1953,TA,TA,1094,1094,1.0,5,155000
648,649,70.0,7700,6,1966,TA,TA,756,1839,1.5,7,155000
649,650,21.0,1936,4,1970,TA,Gd,630,630,2.0,3,84500
650,651,65.0,8125,7,2007,Gd,Gd,813,1665,2.5,7,205950
651,652,60.0,9084,4,1940,TA,TA,755,1510,2.0,7,108000
652,653,70.0,8750,7,1996,Gd,Gd,880,1716,2.5,7,191000
653,654,60.0,10320,6,1906,TA,TA,756,1469,1.0,7,135000
654,655,91.0,10437,8,1995,Gd,Gd,2109,2113,3.5,7,350000
655,656,21.0,1680,6,1971,TA,TA,525,1092,1.5,6,88000
656,657,72.0,10007,5,1959,Gd,TA,1053,1053,2.5,5,145500
657,658,60.0,7200,7,1931,TA,Gd,776,1502,1.5,6,149000
658,659,78.0,17503,6,1948,TA,TA,912,1458,1.5,6,97500
659,660,75.0,9937,5,1964,TA,TA,1486,1486,2.0,7,167000
660,661,70.04995836802665,12384,7,1976,TA,Gd,793,1935,2.5,7,197900
661,662,52.0,46589,8,1994,Gd,Gd,1629,2448,3.5,8,402000
662,663,120.0,13560,6,1968,TA,Fa,1392,1392,2.0,5,110000
663,664,90.0,10012,4,1972,TA,Gd,1138,1181,3.0,6,137500
664,665,49.0,20896,8,2005,Gd,Ex,2077,2097,2.5,8,423000
665,666,106.0,11194,8,2000,Gd,Gd,1406,1936,2.5,7,230500
666,667,70.04995836802665,18450,6,1965,TA,Gd,1021,2380,2.5,7,129000
667,668,65.0,8125,6,1994,TA,Gd,1408,1679,3.0,7,193500
668,669,70.04995836802665,14175,5,1956,TA,TA,1188,1437,2.5,6,168000
669,670,80.0,11600,4,1922,TA,Fa,700,1180,1.0,5,137500
670,671,64.0,8633,6,2005,Gd,Gd,738,1476,3.5,7,173500
671,672,54.0,6629,6,1925,TA,TA,672,1369,3.0,6,103600
672,673,70.04995836802665,11250,6,1977,Gd,Gd,1208,1208,2.5,6,165000
673,674,110.0,14442,6,1957,TA,TA,1477,1839,3.0,7,257500
674,675,80.0,9200,6,1965,TA,TA,1136,1136,2.0,5,140000
675,676,24.0,2289,6,1978,TA,TA,855,1441,2.5,7,148500
676,677,60.0,9600,4,1900,TA,TA,1095,1774,3.0,8,87000
677,678,52.0,9022,5,1924,Gd,TA,768,792,1.0,5,109500
678,679,80.0,11844,8,2008,Gd,Ex,2046,2046,2.5,7,372500
679,680,70.04995836802665,9945,5,1961,TA,TA,988,988,2.0,5,128500
680,681,50.0,8012,6,1980,TA,Gd,923,923,2.0,5,143000
681,682,55.0,4500,5,1932,TA,TA,793,1520,1.0,6,159434
682,683,70.04995836802665,2887,6,1996,TA,Gd,1291,1291,2.0,6,173000
683,684,90.0,11248,9,2002,Gd,Gd,1626,1668,3.0,7,285000
684,685,58.0,16770,7,1998,Gd,Gd,1195,1839,2.5,7,221000
685,686,70.04995836802665,5062,7,1984,Gd,Gd,1190,2090,3.0,6,207500
686,687,84.0,10207,7,2007,Gd,Gd,874,1761,3.0,7,227875
687,688,70.04995836802665,5105,7,2004,Gd,Gd,551,1102,2.5,4,148800
688,689,60.0,8089,8,2007,Gd,Gd,1419,1419,3.0,7,392000
689,690,61.0,7577,6,2005,Gd,Gd,1362,1362,2.0,6,194700
690,691,70.04995836802665,4426,6,2004,Gd,Gd,848,848,2.0,3,141000
691,692,104.0,21535,10,1994,Ex,Ex,2444,4316,4.0,10,755000
692,693,42.0,26178,7,1989,Gd,Gd,1210,2519,3.5,9,335000
693,694,60.0,5400,5,1921,TA,TA,1073,1073,1.0,4,108480
694,695,51.0,6120,5,1936,TA,TA,927,1539,1.5,5,141500
695,696,54.0,13811,6,1987,TA,Gd,1112,1137,3.0,5,176000
696,697,50.0,6000,5,1921,TA,TA,616,616,1.0,4,89000
697,698,57.0,6420,5,1952,TA,Ex,980,1148,1.5,6,123500
698,699,65.0,8450,5,1965,TA,TA,894,894,2.0,5,138500
699,700,59.0,4282,7,2004,Gd,Gd,1391,1391,2.0,5,196000
700,701,85.0,14331,8,2002,Gd,Ex,1800,1800,3.0,7,312500
701,702,80.0,9600,7,1969,TA,TA,1164,1164,1.5,6,140000
702,703,82.0,12438,8,2006,Ex,Ex,1234,2576,2.5,10,361919
703,704,76.0,7630,5,1900,TA,Gd,360,1812,2.0,8,140000
704,705,70.0,8400,7,2004,Gd,Gd,1473,1484,3.0,7,213000
705,706,70.0,5600,4,1930,Fa,,0,1092,2.0,7,55000
706,707,70.04995836802665,115149,7,1971,TA,Gd,1643,1824,3.0,5,302000
707,708,48.0,6240,8,2006,Gd,Gd,1324,1324,3.0,6,254000
708,709,65.0,9018,7,2007,Gd,Gd,728,1456,2.5,8,179540
709,710,70.04995836802665,7162,5,1966,TA,TA,876,904,1.0,6,109900
710,711,56.0,4130,3,1935,Gd,TA,270,729,1.0,5,52000
711,712,66.0,8712,4,1900,TA,TA,859,1178,1.0,7,102776
712,713,40.0,4671,8,1988,Gd,Gd,1228,1228,3.0,5,189000
713,714,60.0,9873,4,1970,TA,TA,960,960,2.0,6,129000
714,715,70.04995836802665,13517,6,1976,Gd,TA,725,1479,2.5,6,130500
715,716,78.0,10140,6,1974,TA,Gd,1064,1350,2.0,7,165000
716,717,60.0,10800,7,1890,TA,TA,718,2554,1.5,8,159500
717,718,80.0,10000,5,1973,TA,Gd,1176,1178,2.0,5,157000
718,719,96.0,10542,7,1993,Gd,Gd,1311,2418,3.5,9,341000
719,720,69.0,9920,5,1969,TA,Gd,971,971,1.5,5,128500
720,721,70.04995836802665,6563,8,1985,Gd,Gd,1742,1742,3.0,5,275000
721,722,70.04995836802665,4426,6,2004,Gd,Gd,848,848,2.0,3,143000
722,723,70.0,8120,4,1970,TA,TA,864,864,1.0,5,124500
723,724,60.0,8172,4,1954,TA,TA,941,1470,2.0,7,135000
724,725,86.0,13286,9,2007,Ex,Ex,1698,1698,3.0,8,320000
725,726,60.0,6960,4,1970,TA,TA,864,864,1.0,5,120500
726,727,70.04995836802665,21695,6,1988,Gd,Gd,880,1680,3.0,5,222000
727,728,64.0,7314,7,2007,Gd,Gd,1232,1232,3.0,6,194500
728,729,85.0,11475,5,1958,TA,TA,1584,1776,3.0,9,110000
729,730,52.0,6240,4,1925,TA,TA,780,1208,1.0,5,103000
730,731,39.0,5389,8,1995,Gd,Gd,1595,1616,3.0,5,236500
